timestamp,price,market_cap,volume_24h,circulating_supply,price_change_24h,bullish_sentiment,bearish_sentiment
2025-11-02 03:57:46,"$110,745.11",$2.2T,$29.38B,19.94M BTC,0.52% (24h),82%,18%
2025-11-02 04:20:44,"$110,913.19",$2.21T,$29.58B,19.94M BTC,0.67% (24h),82%,18%
2025-11-02 04:32:46,"$110,834.96",$2.21T,$29.59B,19.94M BTC,0.67% (24h),82%,18%
2025-11-02 04:47:34,"$110,581.64",$2.2T,$28.94B,19.94M BTC,0.52% (24h),82%,18%
2025-11-02 04:58:21,"$110,667.81",$2.2T,$28.98B,19.94M BTC,0.66% (24h),82%,18%
2025-11-02 05:22:23,"$110,654.55",$2.2T,$30.21B,19.94M BTC,0.7% (24h),82%,18%
2025-11-02 05:41:27,"$110,378.90",$2.2T,$30.48B,19.94M BTC,0.38% (24h),82%,18%
2025-11-02 05:51:48,"$110,406.85",$2.2T,$30.62B,19.94M BTC,0.36% (24h),82%,18%
2025-11-02 06:01:54,"$110,508.53",$2.2T,$30.71B,19.94M BTC,0.35% (24h),82%,18%
2025-11-02 06:23:05,"$110,759.87",$2.2T,$29.99B,19.94M BTC,0.61% (24h),82%,18%
2025-11-02 06:39:22,"$110,834.81",$2.21T,$30.27B,19.94M BTC,0.8% (24h),82%,18%
2025-11-02 06:49:55,"$110,942.28",$2.21T,$30.33B,19.94M BTC,0.82% (24h),82%,18%
2025-11-02 07:00:37,"$111,153.17",$2.21T,$31.52B,19.94M BTC,0.96% (24h),82%,18%
2025-11-02 07:50:48,"$110,748.73",$2.2T,$31.2B,19.94M BTC,0.67% (24h),82%,18%
2025-11-02 08:15:51,"$110,553.57",$2.2T,$31.4B,19.94M BTC,0.57% (24h),82%,18%
2025-11-02 08:35:51,"$110,368.78",$2.2T,$32.59B,19.94M BTC,0.34% (24h),82%,18%
2025-11-02 08:47:33,"$110,300.63",$2.19T,$31.81B,19.94M BTC,0.48% (24h),82%,18%
2025-11-02 08:58:03,"$110,514.66",$2.2T,$32.41B,19.94M BTC,0.56% (24h),82%,18%
2025-11-02 09:20:07,"$110,419.83",$2.2T,$32.58B,19.94M BTC,0.54% (24h),82%,18%
2025-11-02 09:35:30,"$110,332.48",$2.2T,$32.68B,19.94M BTC,0.41% (24h),82%,18%
2025-11-02 09:47:53,"$110,252.24",$2.19T,$32.71B,19.94M BTC,0.33% (24h),82%,18%
2025-11-02 09:58:23,"$110,383.78",$2.2T,$32.97B,19.94M BTC,0.44% (24h),82%,18%
2025-11-02 10:21:56,"$110,418.90",$2.2T,$32.7B,19.94M BTC,0.2% (24h),82%,18%
2025-11-02 10:33:47,"$110,491.55",$2.2T,$32.65B,19.94M BTC,0.29% (24h),82%,18%
2025-11-02 10:47:53,"$110,309.40",$2.19T,$32.7B,19.94M BTC,0.2% (24h),82%,18%
2025-11-02 10:58:23,"$110,185.45",$2.19T,$32.89B,19.94M BTC,0% (24h),82%,18%
2025-11-02 11:27:52,"$110,038.38",$2.19T,$33.05B,19.94M BTC,0.25% (24h),82%,18%
2025-11-02 11:45:46,"$110,040.92",$2.19T,$32.39B,19.94M BTC,0.38% (24h),82%,18%
2025-11-02 11:57:25,"$110,110.31",$2.19T,$32.2B,19.94M BTC,0.36% (24h),82%,18%
2025-11-02 12:17:36,"$110,229.85",$2.19T,$32.95B,19.94M BTC,0.11% (24h),82%,18%
